Time,Left,U
15483,12784,92.4962
15495,12800,91.9261
15507,12816,91.3405
15519,12816,90.7402
15531,12832,90.126
15543,12848,89.4987
15555,12864,88.8591
15567,12896,88.2079
15579,12896,87.5462
15592,12928,86.8183
15604,12960,86.1372
15616,12976,85.4481
15628,13008,84.7519
15640,13040,84.0496
15652,13072,83.342
15664,13120,82.6302
15676,13136,81.9149
15688,13152,81.1971
15700,13184,80.4778
15712,13200,79.7578
15724,13232,79.0382
15736,13264,78.3198
15748,13280,77.6036
15760,13296,76.8905
15772,13344,76.1814
15784,13360,75.4773
15796,13376,74.779
15808,13408,74.0875
15820,13440,73.4036
15832,13456,72.7284
15844,13504,72.0625
15856,13536,71.4069
15868,13584,70.7625
15880,13600,70.13
15892,13744,69.5103
15904,13776,68.9042
15916,13824,68.3125
15928,13888,67.7359
15940,13936,67.1752
15953,14016,66.5866
15965,14080,66.0614
15977,14128,65.5542
15989,14176,65.0657
16001,14240,64.5966
16013,14288,64.1474
16025,14368,63.7188
16037,14384,63.3113
16049,14416,62.9254
16061,14464,62.5616
16073,14496,62.2204
16085,14528,61.9023
16097,14576,61.6076
16109,14608,61.3368
16121,14640,61.0901
16133,14672,60.868
16145,14704,60.6706
16157,14736,60.4983
16169,14768,60.3512
16181,14784,60.2296
16193,14800,60.1337
16205,14816,60.0635
16217,14832,60.0191
16229,14848,60.0006
16241,14864,60.008
16253,14864,60.0413
16265,14880,60.1005
16277,14896,60.1855
16289,14912,60.2962
16301,14928,60.4324
16313,14928,60.5939
16325,14944,60.7806
16337,14912,60.9922
16349,14912,61.2285
16361,14912,61.489
16373,14912,61.7736
16385,14912,62.0817
16397,14912,62.4131
16409,14912,62.7673
16421,14912,63.1438
16433,14944,63.5422
16445,14912,63.9618
16457,14912,64.4023
16469,14944,64.863
16481,14960,65.3433
16493,14960,65.8425
16505,14960,66.3602
16517,14944,66.8955
16529,14912,67.4478
16541,14896,68.0163
16553,14896,68.6004
16565,14864,69.1992
16577,14816,69.8121
16590,14800,70.4909
16602,14784,71.1303
16614,14768,71.7812
16626,14720,72.4428
16638,14672,73.1142
16650,14640,73.7945
16662,14592,74.4828
16674,14560,75.1783
16686,14528,75.8801
16698,14512,76.5871
16710,14496,77.2986
16722,14464,78.0136
16734,14416,78.7312
16746,14400,79.4504
16758,14368,80.1703
16770,14352,80.8901
16782,14304,81.6086
16794,14256,82.3251
16806,14224,83.0385
16818,14192,83.7481
16830,16064,84.4527
16842,15072,85.1516
16854,14448,85.8438
16866,14016,86.5285
16878,13856,87.2047
16890,13328,87.8715
16902,13264,88.5282
16914,13296,89.1738
16926,13312,89.8075
16938,13328,90.4285
16950,13328,91.0359
16962,13328,91.6291
16974,13328,92.2072
16986,13328,92.7695
16998,13328,93.3153
17010,13344,93.8438
17022,13344,94.3543
17034,13360,94.8463
17046,13392,95.319
17058,13392,95.7719
17070,13392,96.2043
17082,13408,96.6157
17094,13392,97.0056
17106,13392,97.3735
17118,13408,97.7188
17130,13424,98.0412
17142,13424,98.3402
17154,13440,98.6154
17166,13440,98.8665
17178,13456,99.0932
17190,13456,99.2951
17202,13456,99.4721
17214,13456,99.6237
17226,13456,99.75
17238,13472,99.8507
17250,13472,99.9256
17262,13472,99.9747
17274,13472,99.998
17286,13472,99.9953
17298,13440,99.9667
17310,13408,99.9122
17322,13376,99.832
17334,13328,99.726
17346,13280,99.5945
17358,13248,99.4375
17370,13200,99.2554
17382,13152,99.0484
17394,13120,98.8166
17406,13072,98.5605
17418,13040,98.2803
17430,13008,97.9764
17442,12976,97.6493
17454,12960,97.2992
17466,12944,96.9268
17478,12928,96.5324
17490,12928,96.1166
17502,12896,95.6799
17514,12880,95.2229
17526,12864,94.7461
17538,12864,94.2503
17550,12864,93.736
17562,12864,93.2038
17574,12864,92.6546
17586,12864,92.089
17598,12912,91.5077
17610,12928,90.9115
17622,12944,90.3012
17634,12960,89.6775
17646,12960,89.0412
17658,12976,88.3933
17670,12992,87.7345
17682,13008,87.0656
17694,13040,86.3876
17706,13056,85.7013
17718,13088,85.0076
17730,13120,84.3075
17742,13120,83.6017
17754,13136,82.8913
17766,13152,82.1772
17778,13184,81.4602
17790,13200,80.7413
17802,13200,80.0215
17814,13232,79.3016
17826,13248,78.5827
17838,13280,77.8656
17850,13280,77.1512
17862,13328,76.4406
17874,13344,75.7345
17886,13376,75.034
17898,13408,74.3399
17910,13424,73.6532
17922,13440,72.9746
17934,13488,72.3052
17946,13520,71.6458
17958,13552,70.9972
17970,13584,70.3602
17982,13616,69.7357
17994,13760,69.1246
18006,13792,68.5275
18018,13840,67.9453
18030,13888,67.3787
18042,13968,66.8285
18054,14016,66.2953
18066,14080,65.7799
18078,14144,65.283
18090,14192,64.805
18102,14256,64.3468
18114,14304,63.9089
18126,14352,63.4918
18138,14400,63.0962
18150,14416,62.7224
18162,14464,62.371
18174,14496,62.0424
18186,14528,61.7372
18198,14576,61.4556
18210,14608,61.198
18222,14640,60.9648
18234,14672,60.7562
18246,14704,60.5726
18258,14736,60.4142
18270,14768,60.2811
18282,14784,60.1736
18294,14800,60.0918
18306,14832,60.0358
18318,14848,60.0057
18330,14864,60.0015
18342,14880,60.0232
18354,14896,60.0707
18366,14896,60.1441
18378,14928,60.2433
18390,14928,60.368
18402,14928,60.5182
18414,14944,60.6936
18426,14928,60.894
18438,14928,61.1192
18450,14928,61.3689
18462,14928,61.6427
18474,14928,61.9403
18486,14928,62.2613
18498,14928,62.6053
18510,14960,62.9718
18522,14976,63.3604
18534,14992,63.7705
18546,14976,64.2017
18559,14960,64.6919
18571,14928,65.1651
18583,14912,65.6575
18595,14896,66.1685
18607,14880,66.6974
18619,14800,67.2435
18631,14800,67.8062
18643,14768,68.3847
18655,14720,68.9782
18667,14720,69.5861
18679,14704,70.2074
18691,14656,70.8414
18703,14656,71.4872
18715,14640,72.1441
18727,14624,72.8112
18739,14592,73.4876
18751,14560,74.1724
18763,14528,74.8648
18775,14512,75.5639
18787,14480,76.2686
18799,14448,76.9783
18811,14416,77.6918
18823,14400,78.4083
18835,14368,79.1269
18847,14352,79.8466
18859,14320,80.5666
18871,14272,81.2858
18883,14240,82.0033
18895,14224,82.7182
18907,14176,83.4296
18919,14128,84.1366
18931,14096,84.8382
18943,14048,85.5335
18955,14016,86.2217
18967,14016,86.9018
18979,13968,87.5729
18991,13904,88.2342
19003,13840,88.8849
19015,13776,89.5241
19027,13744,90.1509
19039,13696,90.7645
19051,13680,91.3643
19063,13664,91.9492
19075,13680,92.5187
19087,13664,93.072
19099,13632,93.6084
19111,13600,94.1271
19123,13584,94.6274
19135,13584,95.1089
19147,13568,95.5708
19159,13520,96.0124
19171,13504,96.4334
19183,13504,96.833
19195,13504,97.2108
19207,13472,97.5664
19219,13424,97.8991
19231,13424,98.2087
19243,13392,98.4947
19255,13376,98.7567
19267,13360,98.9943
19279,13328,99.2074
19291,13312,99.3956
19303,13280,99.5587
19315,13248,99.6964
19327,13200,99.8086
19339,13152,99.8951
19351,13120,99.9558
19363,13072,99.9907
19375,13040,99.9997
19387,13008,99.9827
19399,12976,99.9399
19411,12928,99.8712
19423,12896,99.7768
19435,12880,99.6568
19447,12864,99.5112
19459,12848,99.3404
19471,12832,99.1445
19483,12816,98.9239
19495,12800,98.6786
19507,12784,98.4092
19519,12752,98.116
19531,12784,97.7992
19543,12784,97.4594
19555,12784,97.097
19568,12736,96.6794
19580,12736,96.2713
19592,12736,95.8422
19604,12720,95.3926
19616,12736,94.923
19628,12736,94.4341
19640,12752,93.9264
19652,12784,93.4008
19664,12800,92.8577
19676,12800,92.298
19688,12816,91.7224
19700,12832,91.1315
19712,12832,90.5263
19724,12848,89.9074
19736,12848,89.2757
19748,12864,88.6319
19760,12880,87.977
19772,12896,87.3117
19784,12928,86.6369
19796,12960,85.9536
19808,13008,85.2625
19820,13040,84.5646
19832,13072,83.8608
19844,13120,83.152
19856,13136,82.4391
19868,13152,81.7231
19880,13184,81.0048
19892,13200,80.2852
19904,13232,79.5652
19916,13264,78.8458
19928,13280,78.128
19940,13296,77.4125
19952,13328,76.7004
19964,13360,75.9925
19976,13376,75.2899
19988,13408,74.5933
20000,13424,73.9038
